id,name,rating,price_level,indoor_outdoor,latitude,longitude,opening_time,gmaps_link,features_text
ChIJWZB6TKqj5okRUEf_Ppi-mBI,Old Sturbridge Village,4.7,PRICE_LEVEL_UNSPECIFIED,Outdoor,42.108942899999995,-72.0992342,Monday: Closed | Tuesday: Closed | Wednesday: 9:30 AM – 5:00 PM | Thursday: 9:30 AM – 5:00 PM | Friday: 9:30 AM – 5:00 PM | Saturday: 9:30 AM – 5:00 PM | Sunday: 9:30 AM – 5:00 PM,https://maps.google.com/?cid=1340030450243946320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,history museum tourist attraction museum point of interest establishment
ChIJpyiwa4Zw44kRBQSGWKv4wgA,Faneuil Hall Marketplace,4.5,PRICE_LEVEL_FREE,Outdoor,42.360189,-71.0551145,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 11:00 AM – 7:00 PM,https://maps.google.com/?cid=54879560290141189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,market tourist attraction food court shopping mall food point of interest establishment
ChIJhdC_YH1w44kRSX0V1oo9pt0,New England Aquarium,4.4,PRICE_LEVEL_MODERATE,Outdoor,42.3592478,-71.0491475,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,https://maps.google.com/?cid=15971520795022556489&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,aquarium tourist attraction point of interest establishment
ChIJtT5ZHIlw44kRzCtDBAjPP3A,The Paul Revere House,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,42.363738999999995,-71.05369999999999,Monday: 10:00 AM – 5:15 PM | Tuesday: 10:00 AM – 5:15 PM | Wednesday: 10:00 AM – 5:15 PM | Thursday: 10:00 AM – 5:15 PM | Friday: 10:00 AM – 5:15 PM | Saturday: 10:00 AM – 5:15 PM | Sunday: 10:00 AM – 5:15 PM,https://maps.google.com/?cid=8088411089118899148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,history museum tourist attraction historical place museum point of interest establishment
ChIJqbzYStCd44kRMKlEvvU3B7g,Lexington Battle Green,4.7,PRICE_LEVEL_UNSPECIFIED,Outdoor,42.4496222,-71.230762,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=13260629156414400816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,historical place tourist attraction point of interest establishment
ChIJKyNuvJ1w44kRBE-pe_yDhj8,Boston Common,4.7,PRICE_LEVEL_FREE,Outdoor,42.3550897,-71.0657256,Monday: 6:00 AM – 11:30 PM | Tuesday: 6:00 AM – 11:30 PM | Wednesday: 6:00 AM – 11:30 PM | Thursday: 6:00 AM – 11:30 PM | Friday: 6:00 AM – 11:30 PM | Saturday: 6:00 AM – 11:30 PM | Sunday: 6:00 AM – 11:30 PM,https://maps.google.com/?cid=4577491191698378500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,city park tourist attraction park point of interest establishment
ChIJTZTh1d-b44kR2A0pWTKtjTc,Thoreau Farm,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,42.46877670000001,-71.31110919999999,Monday: 11:00 AM – 4:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 11:00 AM – 4:00 PM | Sunday: 11:00 AM – 4:00 PM,https://maps.google.com/?cid=4003046075558071768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
ChIJKz7ENohw44kR-Aq6LJoK9Sg,Boston Sail Loft,4.6,PRICE_LEVEL_MODERATE,Indoor,42.3624738,-71.050544,Monday: 11:30 AM – 2:00 AM | Tuesday: 11:30 AM – 2:00 AM | Wednesday: 11:30 AM – 2:00 AM | Thursday: 11:30 AM – 2:00 AM | Friday: 11:30 AM – 2:00 AM | Saturday: 11:30 AM – 2:00 AM | Sunday: 11:30 AM – 2:00 AM,https://maps.google.com/?cid=2951276788102859512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,seafood restaurant bar and grill bar cafe restaurant food point of interest establishment
ChIJCTK0bYlw44kRZYlFMM9e3jg,Carmelina's,4.6,PRICE_LEVEL_MODERATE,Indoor,42.36393270000001,-71.0541827,Monday: 11:30 AM – 10:00 PM | Tuesday: 11:30 AM – 10:00 PM | Wednesday: 11:30 AM – 10:00 PM | Thursday: 11:30 AM – 10:00 PM | Friday: 11:30 AM – 10:00 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: 11:30 AM – 10:00 PM,https://maps.google.com/?cid=4097816954914834789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,italian restaurant restaurant food point of interest establishment
ChIJN7puMGh344kRHRLkKr-YpKM,Alden & Harlow,4.4,PRICE_LEVEL_EXPENSIVE,Indoor,42.3735771,-71.12140649999999,"Monday: 5:00 – 11:00 PM | Tuesday: 5:00 – 11:00 PM | Wednesday: 5:00 – 11:00 PM | Thursday: 5:00 – 11:00 PM | Friday: 5:00 PM – 12:00 AM | Saturday: 10:30 AM – 3:00 PM, 5:00 PM – 12:00 AM | Sunday: 10:30 AM – 3:00 PM, 5:00 – 11:00 PM",https://maps.google.com/?cid=11791717671188566557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,american restaurant bar restaurant food point of interest establishment
